fir_id,district,police_station,ipc_section,crime_type,date_of_incident,location_description,latitude,longitude,modus_operandi,investigation_status,fir_text
FIR-2023-KA-1678,Davangere,Davangere Police Station,384,Extortion,2024-08-10,"83/57, Rastogi Road, Kota-665742",17.990906,78.360852,Created fake profile on social media to defraud,Closed,"An incident of Extortion under IPC Section 384 was reported at Davangere Police Station, Davangere. The incident took place at 83/57, Rastogi Road, Kota-665742. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Closed."
FIR-2025-KA-1679,Bengaluru Urban,Bengaluru Police Station,364,Kidnapping in Order to Murder,2024-04-05,"93/27, Sathe Road, Satara 873168",13.101191,77.739479,Offered high returns on fake investment scheme,Chargesheeted,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 93/27, Sathe Road, Satara 873168. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Chargesheeted."
FIR-2025-KA-1680,Shivamogga,Shivamogga Police Station,384,Extortion,2025-05-31,"20, Kibe Zila, Panipat-603588",18.241396,75.220178,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Extortion under IPC Section 384 was reported at Shivamogga Police Station, Shivamogga. The incident took place at 20, Kibe Zila, Panipat-603588. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2025-KA-1681,Chikkamagaluru,Chikkamagaluru Police Station,379,Theft,2026-02-21,"058, Rege Chowk, Proddatur-565631",15.727034,77.270388,Assaulted victim following heated argument over traffic,Closed,"An incident of Theft under IPC Section 379 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 058, Rege Chowk, Proddatur-565631. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2024-KA-1682,Hubballi-Dharwad,Hubballi-Dharwad Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2024-01-02,"60/65, Baral Road, Tenali-228549",13.349511,77.483572,Offered high returns on fake investment scheme,Chargesheeted,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at 60/65, Baral Road, Tenali-228549. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Chargesheeted."
FIR-2026-KA-1683,Tumakuru,Tumakuru Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2025-09-23,"14, Rege, Sambhal-417419",14.683214,76.419449,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Tumakuru Police Station, Tumakuru. The incident took place at 14, Rege, Sambhal-417419. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2026-KA-1684,Vijayapura,Vijayapura Police Station,384,Extortion,2024-09-11,"12/26, Raju, Thane 425842",11.875512,76.040717,Entered through unlocked door,Open,"An incident of Extortion under IPC Section 384 was reported at Vijayapura Police Station, Vijayapura. The incident took place at 12/26, Raju, Thane 425842. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2025-KA-1685,Kalaburagi,Kalaburagi Police Station,394,Voluntarily Causing Hurt in Committing Robbery,2023-09-27,"16/23, Manne, Bidar 176162",12.177175,77.175556,Created fake profile on social media to defraud,Chargesheeted,"An incident of Voluntarily Causing Hurt in Committing Robbery under IPC Section 394 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at 16/23, Manne, Bidar 176162. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Chargesheeted."
FIR-2023-KA-1686,Mysuru,Mysuru Police Station,406,Criminal Breach of Trust,2025-05-19,"H.No. 07, Sidhu Marg, Thoothukudi-352804",11.864917,78.122858,Snatched chain from victim walking on road,Closed,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Mysuru Police Station, Mysuru. The incident took place at H.No. 07, Sidhu Marg, Thoothukudi-352804. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Closed."
FIR-2023-KA-1687,Shivamogga,Shivamogga Police Station,394,Voluntarily Causing Hurt in Committing Robbery,2025-11-18,"23, Vig Nagar, Vijayanagaram-618874",13.08929,78.237521,Assaulted victim following heated argument over traffic,Closed,"An incident of Voluntarily Causing Hurt in Committing Robbery under IPC Section 394 was reported at Shivamogga Police Station, Shivamogga. The incident took place at 23, Vig Nagar, Vijayanagaram-618874. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2025-KA-1688,Hubballi-Dharwad,Hubballi-Dharwad Police Station,406,Criminal Breach of Trust,2025-03-01,"H.No. 913, Joshi Road, Udupi-820117",12.716514,76.143109,Broke open padlock of shop at night,Closed,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at H.No. 913, Joshi Road, Udupi-820117. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Closed."
FIR-2025-KA-1689,Ballari,Ballari Police Station,406,Criminal Breach of Trust,2024-08-08,"06, Bajwa, Bhilwara 469843",17.557413,74.101096,Offered high returns on fake investment scheme,Closed,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Ballari Police Station, Ballari. The incident took place at 06, Bajwa, Bhilwara 469843. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Closed."
FIR-2023-KA-1690,Davangere,Davangere Police Station,392,Robbery,2024-04-07,"H.No. 34, Parsa Zila, Khora -104189",14.398587,76.870008,Entered through unlocked door,Open,"An incident of Robbery under IPC Section 392 was reported at Davangere Police Station, Davangere. The incident took place at H.No. 34, Parsa Zila, Khora -104189. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2024-KA-1691,Davangere,Davangere Police Station,384,Extortion,2026-01-18,"H.No. 27, Ganesan Zila, Madanapalle-658054",13.893191,77.921305,Entered through unlocked door,Open,"An incident of Extortion under IPC Section 384 was reported at Davangere Police Station, Davangere. The incident took place at H.No. 27, Ganesan Zila, Madanapalle-658054. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2023-KA-1692,Kalaburagi,Kalaburagi Police Station,364,Kidnapping in Order to Murder,2024-09-11,"88, Raghavan Zila, Khora -329427",14.92754,75.915804,Offered high returns on fake investment scheme,Open,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at 88, Raghavan Zila, Khora -329427. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Open."
FIR-2024-KA-1693,Kalaburagi,Kalaburagi Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2024-01-13,"H.No. 726, Buch Path, Loni 887028",16.547023,77.61021,Offered high returns on fake investment scheme,Closed,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at H.No. 726, Buch Path, Loni 887028. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Closed."
FIR-2025-KA-1694,Mysuru,Mysuru Police Station,379,Theft,2024-01-14,"H.No. 07, Ghosh Street, Guna-845024",17.949067,75.99846,Snatched chain from victim walking on road,Open,"An incident of Theft under IPC Section 379 was reported at Mysuru Police Station, Mysuru. The incident took place at H.No. 07, Ghosh Street, Guna-845024. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Open."
FIR-2026-KA-1695,Hubballi-Dharwad,Hubballi-Dharwad Police Station,380,Theft in Dwelling House,2024-02-03,"H.No. 790, Sarin, Panvel-109246",12.438494,76.799158,Threatened victim with knife in isolated area,Chargesheeted,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at H.No. 790, Sarin, Panvel-109246. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Chargesheeted."
FIR-2024-KA-1696,Ballari,Ballari Police Station,498A,Cruelty by Husband or Relatives,2024-03-06,"H.No. 05, Kumar Road, Mysore 375756",16.538363,77.466816,Assaulted victim following heated argument over traffic,Closed,"An incident of Cruelty by Husband or Relatives under IPC Section 498A was reported at Ballari Police Station, Ballari. The incident took place at H.No. 05, Kumar Road, Mysore 375756. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2023-KA-1697,Vijayapura,Vijayapura Police Station,392,Robbery,2024-12-28,"52, Khatri Chowk, Secunderabad-268910",14.661763,78.363816,Offered high returns on fake investment scheme,Chargesheeted,"An incident of Robbery under IPC Section 392 was reported at Vijayapura Police Station, Vijayapura. The incident took place at 52, Khatri Chowk, Secunderabad-268910. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Chargesheeted."
FIR-2024-KA-1698,Mangaluru,Mangaluru Police Station,363,Kidnapping,2024-08-25,"66/52, Bali Chowk, Siliguri-886461",12.941083,75.47707,Entered through unlocked door,Chargesheeted,"An incident of Kidnapping under IPC Section 363 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 66/52, Bali Chowk, Siliguri-886461. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2026-KA-1699,Chikkamagaluru,Chikkamagaluru Police Station,420,Cheating/Fraud,2025-01-14,"77/76, Mann Circle, Nandyal-557593",15.72296,77.102272,Snatched chain from victim walking on road,Chargesheeted,"An incident of Cheating/Fraud under IPC Section 420 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 77/76, Mann Circle, Nandyal-557593. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Chargesheeted."
FIR-2025-KA-1700,Chikkamagaluru,Chikkamagaluru Police Station,395,Dacoity,2024-01-26,"64, Misra Path, Bhiwandi 497754",17.970329,77.42437,Offered high returns on fake investment scheme,Closed,"An incident of Dacoity under IPC Section 395 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 64, Misra Path, Bhiwandi 497754. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Closed."
FIR-2026-KA-1701,Chikkamagaluru,Chikkamagaluru Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2026-04-21,"48/69, Nair Circle, Bally-997063",16.401054,78.047184,Threatened victim with knife in isolated area,Closed,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 48/69, Nair Circle, Bally-997063. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2024-KA-1702,Ballari,Ballari Police Station,506,Criminal Intimidation,2023-12-23,"74/12, Ganesan Ganj, Pimpri-Chinchwad 165306",16.877261,78.233979,Broke open padlock of shop at night,Open,"An incident of Criminal Intimidation under IPC Section 506 was reported at Ballari Police Station, Ballari. The incident took place at 74/12, Ganesan Ganj, Pimpri-Chinchwad 165306. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2024-KA-1703,Belagavi,Belagavi Police Station,376,Rape,2025-08-04,"536, Mitra Nagar, Indore 655760",17.489496,77.869668,Broke open padlock of shop at night,Chargesheeted,"An incident of Rape under IPC Section 376 was reported at Belagavi Police Station, Belagavi. The incident took place at 536, Mitra Nagar, Indore 655760. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Chargesheeted."
FIR-2024-KA-1704,Hassan,Hassan Police Station,406,Criminal Breach of Trust,2025-07-10,"69, Bava Street, Imphal 904747",13.97715,75.64085,Assaulted victim following heated argument over traffic,Closed,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Hassan Police Station, Hassan. The incident took place at 69, Bava Street, Imphal 904747. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
